number,input_file,output_file,frames,width,height,source_has_transparency,status,note
514,output-gif-all\neo-vamdemon.gif,output-webm-all\neo-vamdemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
515,output-gif-all\neptunemon.gif,output-webm-all\neptunemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
516,output-gif-all\nezhamon-crimson-mode.gif,output-webm-all\nezhamon-crimson-mode.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
517,output-gif-all\nezhamon.gif,output-webm-all\nezhamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
518,output-gif-all\nidhoggmon.gif,output-webm-all\nidhoggmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
519,output-gif-all\noble-pumpmon.gif,output-webm-all\noble-pumpmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
520,output-gif-all\numemon.gif,output-webm-all\numemon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
521,output-gif-all\nyaromon.gif,output-webm-all\nyaromon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
522,output-gif-all\nyokimon.gif,output-webm-all\nyokimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
523,output-gif-all\oboromon.gif,output-webm-all\oboromon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
524,output-gif-all\octmon.gif,output-webm-all\octmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
525,output-gif-all\ogremon.gif,output-webm-all\ogremon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
526,output-gif-all\okuwamon.gif,output-webm-all\okuwamon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
527,output-gif-all\oleamon.gif,output-webm-all\oleamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
528,output-gif-all\olegmon.gif,output-webm-all\olegmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
529,output-gif-all\omedamon.gif,output-webm-all\omedamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
530,output-gif-all\omega-knight.gif,output-webm-all\omega-knight.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
531,output-gif-all\omega-shoutmon.gif,output-webm-all\omega-shoutmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
532,output-gif-all\omegamon-alter-s.gif,output-webm-all\omegamon-alter-s.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
533,output-gif-all\omegamon-zwart.gif,output-webm-all\omegamon-zwart.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
534,output-gif-all\omegamon.gif,output-webm-all\omegamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
535,output-gif-all\onibimon.gif,output-webm-all\onibimon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
536,output-gif-all\orochimon.gif,output-webm-all\orochimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
537,output-gif-all\otamamon.gif,output-webm-all\otamamon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
538,output-gif-all\ouryumon.gif,output-webm-all\ouryumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
539,output-gif-all\pagumon.gif,output-webm-all\pagumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
540,output-gif-all\paildramon.gif,output-webm-all\paildramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
541,output-gif-all\pajiramon.gif,output-webm-all\pajiramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
542,output-gif-all\paledramon.gif,output-webm-all\paledramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
543,output-gif-all\palmon.gif,output-webm-all\palmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
544,output-gif-all\pandamon.gif,output-webm-all\pandamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
545,output-gif-all\panjyamon-x.gif,output-webm-all\panjyamon-x.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
546,output-gif-all\panjyamon.gif,output-webm-all\panjyamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
547,output-gif-all\parasaurmon.gif,output-webm-all\parasaurmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
548,output-gif-all\parasimon.gif,output-webm-all\parasimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
549,output-gif-all\parrotmon.gif,output-webm-all\parrotmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
550,output-gif-all\patamon.gif,output-webm-all\patamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
551,output-gif-all\pawn-chessmon-white.gif,output-webm-all\pawn-chessmon-white.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
552,output-gif-all\peacockmon.gif,output-webm-all\peacockmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
553,output-gif-all\peckmon.gif,output-webm-all\peckmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
554,output-gif-all\pegasmon.gif,output-webm-all\pegasmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
555,output-gif-all\petaldramon.gif,output-webm-all\petaldramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
556,output-gif-all\peti-meramon.gif,output-webm-all\peti-meramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
557,output-gif-all\petitmon.gif,output-webm-all\petitmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
558,output-gif-all\pharaohmon.gif,output-webm-all\pharaohmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
559,output-gif-all\phascomon.gif,output-webm-all\phascomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
560,output-gif-all\phelesmon.gif,output-webm-all\phelesmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
561,output-gif-all\piccolomon.gif,output-webm-all\piccolomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
562,output-gif-all\pickmon.gif,output-webm-all\pickmon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
563,output-gif-all\pico-devimon.gif,output-webm-all\pico-devimon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
564,output-gif-all\pidmon.gif,output-webm-all\pidmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
565,output-gif-all\piemon.gif,output-webm-all\piemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
566,output-gif-all\pinochimon.gif,output-webm-all\pinochimon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
567,output-gif-all\piranimon.gif,output-webm-all\piranimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
568,output-gif-all\pistmon.gif,output-webm-all\pistmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
569,output-gif-all\pitchmon.gif,output-webm-all\pitchmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
570,output-gif-all\piyomon.gif,output-webm-all\piyomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
571,output-gif-all\platinum-numemon.gif,output-webm-all\platinum-numemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
572,output-gif-all\plesiomon.gif,output-webm-all\plesiomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
573,output-gif-all\plotmon.gif,output-webm-all\plotmon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
574,output-gif-all\plutomon.gif,output-webm-all\plutomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
575,output-gif-all\pokomon.gif,output-webm-all\pokomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
576,output-gif-all\pomumon.gif,output-webm-all\pomumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
577,output-gif-all\popomon.gif,output-webm-all\popomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
578,output-gif-all\porcupamon.gif,output-webm-all\porcupamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
579,output-gif-all\poromon.gif,output-webm-all\poromon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
580,output-gif-all\poyomon.gif,output-webm-all\poyomon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
581,output-gif-all\proximamon.gif,output-webm-all\proximamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
582,output-gif-all\pteromon.gif,output-webm-all\pteromon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
583,output-gif-all\publimon.gif,output-webm-all\publimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
584,output-gif-all\pucchiemon-green.gif,output-webm-all\pucchiemon-green.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
585,output-gif-all\pucchiemon.gif,output-webm-all\pucchiemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
586,output-gif-all\pukamon.gif,output-webm-all\pukamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
587,output-gif-all\pukumon.gif,output-webm-all\pukumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
588,output-gif-all\pulsemon.gif,output-webm-all\pulsemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
589,output-gif-all\pumpmon.gif,output-webm-all\pumpmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
590,output-gif-all\punimon.gif,output-webm-all\punimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
591,output-gif-all\pururumon.gif,output-webm-all\pururumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
592,output-gif-all\puyomon.gif,output-webm-all\puyomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
593,output-gif-all\puyoyomon.gif,output-webm-all\puyoyomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
594,output-gif-all\pyocomon.gif,output-webm-all\pyocomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
595,output-gif-all\pyonmon.gif,output-webm-all\pyonmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
596,output-gif-all\qinglongmon.gif,output-webm-all\qinglongmon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
597,output-gif-all\quantumon.gif,output-webm-all\quantumon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
598,output-gif-all\rafflesimon.gif,output-webm-all\rafflesimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
599,output-gif-all\ragna-lordmon.gif,output-webm-all\ragna-lordmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
600,output-gif-all\ragnamon.gif,output-webm-all\ragnamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
601,output-gif-all\raidenmon.gif,output-webm-all\raidenmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
602,output-gif-all\raihimon.gif,output-webm-all\raihimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
603,output-gif-all\raiji-ludomon.gif,output-webm-all\raiji-ludomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
604,output-gif-all\raijinmon.gif,output-webm-all\raijinmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
605,output-gif-all\ranamon.gif,output-webm-all\ranamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
606,output-gif-all\rapidmon-armor.gif,output-webm-all\rapidmon-armor.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
607,output-gif-all\rapidmon.gif,output-webm-all\rapidmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
608,output-gif-all\raptordramon.gif,output-webm-all\raptordramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
609,output-gif-all\rare-raremon.gif,output-webm-all\rare-raremon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
610,output-gif-all\raremon.gif,output-webm-all\raremon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
611,output-gif-all\rasenmon-fury-mode.gif,output-webm-all\rasenmon-fury-mode.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
612,output-gif-all\rasenmon.gif,output-webm-all\rasenmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
613,output-gif-all\ravmon-burst-mode.gif,output-webm-all\ravmon-burst-mode.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
614,output-gif-all\ravmon.gif,output-webm-all\ravmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
615,output-gif-all\rebellimon.gif,output-webm-all\rebellimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
616,output-gif-all\red-vegimon.gif,output-webm-all\red-vegimon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
617,output-gif-all\regalecusmon.gif,output-webm-all\regalecusmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
618,output-gif-all\regulusmon.gif,output-webm-all\regulusmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
619,output-gif-all\relemon.gif,output-webm-all\relemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
620,output-gif-all\renamon.gif,output-webm-all\renamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
621,output-gif-all\reppamon.gif,output-webm-all\reppamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
622,output-gif-all\revolmon.gif,output-webm-all\revolmon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
623,output-gif-all\rhino-kabuterimon.gif,output-webm-all\rhino-kabuterimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
624,output-gif-all\rhinomon.gif,output-webm-all\rhinomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
625,output-gif-all\rize-greymon.gif,output-webm-all\rize-greymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
626,output-gif-all\rokusho-head-and-arm.gif,output-webm-all\rokusho-head-and-arm.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
627,output-gif-all\rokusho.gif,output-webm-all\rokusho.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
628,output-gif-all\rosemon-burst-mode.gif,output-webm-all\rosemon-burst-mode.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
629,output-gif-all\rosemon.gif,output-webm-all\rosemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
630,output-gif-all\rukamon.gif,output-webm-all\rukamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
631,output-gif-all\runnermon.gif,output-webm-all\runnermon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
632,output-gif-all\rust-tyranomon.gif,output-webm-all\rust-tyranomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
633,output-gif-all\ryudamon.gif,output-webm-all\ryudamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
634,output-gif-all\ryugumon.gif,output-webm-all\ryugumon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
635,output-gif-all\saber-leomon.gif,output-webm-all\saber-leomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
636,output-gif-all\saberdramon.gif,output-webm-all\saberdramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
637,output-gif-all\sagittarimon.gif,output-webm-all\sagittarimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
638,output-gif-all\sagomon.gif,output-webm-all\sagomon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
639,output-gif-all\saint-galgomon.gif,output-webm-all\saint-galgomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
640,output-gif-all\sakumon.gif,output-webm-all\sakumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
641,output-gif-all\sakuttomon.gif,output-webm-all\sakuttomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
642,output-gif-all\sakuyamon-miko-mode.gif,output-webm-all\sakuyamon-miko-mode.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
643,output-gif-all\sakuyamon-x.gif,output-webm-all\sakuyamon-x.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
644,output-gif-all\sakuyamon.gif,output-webm-all\sakuyamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
645,output-gif-all\sandiramon.gif,output-webm-all\sandiramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
646,output-gif-all\sangloupmon.gif,output-webm-all\sangloupmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
647,output-gif-all\sangomon.gif,output-webm-all\sangomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
648,output-gif-all\sanzomon.gif,output-webm-all\sanzomon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
649,output-gif-all\savior-hackmon.gif,output-webm-all\savior-hackmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
650,output-gif-all\scorpiomon.gif,output-webm-all\scorpiomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
651,output-gif-all\scumon.gif,output-webm-all\scumon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
652,output-gif-all\seadramon.gif,output-webm-all\seadramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
653,output-gif-all\sealsdramon.gif,output-webm-all\sealsdramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
654,output-gif-all\seiten-gokuwmon.gif,output-webm-all\seiten-gokuwmon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
655,output-gif-all\sekkamon.gif,output-webm-all\sekkamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
656,output-gif-all\sephirothmon.gif,output-webm-all\sephirothmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
657,output-gif-all\seraphimon.gif,output-webm-all\seraphimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
658,output-gif-all\shadramon.gif,output-webm-all\shadramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
659,output-gif-all\shagaramon.gif,output-webm-all\shagaramon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
660,output-gif-all\shakamon.gif,output-webm-all\shakamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
661,output-gif-all\shakkoumon.gif,output-webm-all\shakkoumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
662,output-gif-all\shakomon.gif,output-webm-all\shakomon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
663,output-gif-all\shellmon.gif,output-webm-all\shellmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
664,output-gif-all\shin-monzaemon.gif,output-webm-all\shin-monzaemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
665,output-gif-all\shine-greymon-burst-mode.gif,output-webm-all\shine-greymon-burst-mode.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
666,output-gif-all\shine-greymon.gif,output-webm-all\shine-greymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
667,output-gif-all\shishimamon.gif,output-webm-all\shishimamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
668,output-gif-all\shivamon.gif,output-webm-all\shivamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
669,output-gif-all\shootmon.gif,output-webm-all\shootmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
670,output-gif-all\shoutmon-dx.gif,output-webm-all\shoutmon-dx.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
671,output-gif-all\shoutmon-ex6.gif,output-webm-all\shoutmon-ex6.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
672,output-gif-all\shoutmon-king-ver.gif,output-webm-all\shoutmon-king-ver.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
673,output-gif-all\shoutmon-x2.gif,output-webm-all\shoutmon-x2.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
674,output-gif-all\shoutmon-x3.gif,output-webm-all\shoutmon-x3.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
675,output-gif-all\shoutmon-x3gm.gif,output-webm-all\shoutmon-x3gm.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
676,output-gif-all\shoutmon-x3sd.gif,output-webm-all\shoutmon-x3sd.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
677,output-gif-all\shoutmon-x4.gif,output-webm-all\shoutmon-x4.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
678,output-gif-all\shoutmon-x4b.gif,output-webm-all\shoutmon-x4b.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
679,output-gif-all\shoutmon-x4k.gif,output-webm-all\shoutmon-x4k.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
680,output-gif-all\shoutmon-x4s.gif,output-webm-all\shoutmon-x4s.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
681,output-gif-all\shoutmon-x5.gif,output-webm-all\shoutmon-x5.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
682,output-gif-all\shoutmon-x5b.gif,output-webm-all\shoutmon-x5b.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
683,output-gif-all\shoutmon-x5s.gif,output-webm-all\shoutmon-x5s.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
